system:index,B11,B2,B3,B4,B8,SCL,.geo
0,5009,12528,11552,10888,9360,9,"{""type"":""Point"",""coordinates"":[73.71645010131239,18.70980647762134]}"
1,5009,12976,11664,10848,9584,9,"{""type"":""Point"",""coordinates"":[73.71654492615039,18.709807127017594]}"
2,4984,13456,11816,10808,9904,9,"{""type"":""Point"",""coordinates"":[73.7166397509923,18.709807776365903]}"
3,4984,13792,12120,10840,10264,9,"{""type"":""Point"",""coordinates"":[73.71673457583807,18.709808425666264]}"
4,5023,12696,11584,10752,9464,9,"{""type"":""Point"",""coordinates"":[73.71645078284318,18.70971612074958]}"
5,5023,12864,11584,10736,9528,9,"{""type"":""Point"",""coordinates"":[73.71654560763088,18.709716770142474]}"
6,5148,13064,11608,10656,9608,9,"{""type"":""Point"",""coordinates"":[73.71664043242245,18.70971741948742]}"
7,5148,13368,11720,10712,9856,9,"{""type"":""Point"",""coordinates"":[73.71673525721793,18.70971806878442]}"
8,5023,12664,11432,10584,9440,9,"{""type"":""Point"",""coordinates"":[73.7164514643701,18.70962576387693]}"
9,5023,12616,11424,10528,9384,9,"{""type"":""Point"",""coordinates"":[73.71654628910746,18.70962641326646]}"
10,5148,12736,11416,10536,9400,9,"{""type"":""Point"",""coordinates"":[73.71664111384872,18.709627062608043]}"
11,5148,13000,11584,10752,9568,9,"{""type"":""Point"",""coordinates"":[73.7167359385939,18.709627711901682]}"
12,4801,6276,5912,5832,5912,9,"{""type"":""Point"",""coordinates"":[73.63987453833548,18.69218847180231]}"
13,4682,6268,5972,5752,5992,9,"{""type"":""Point"",""coordinates"":[73.63996935042357,18.692189159311987]}"
14,4682,6412,5972,5692,6024,9,"{""type"":""Point"",""coordinates"":[73.6400641625158,18.692189846773765]}"
15,4801,6264,6148,6064,5912,9,"{""type"":""Point"",""coordinates"":[73.63987525978818,18.692098117562626]}"
16,4682,6332,6068,5860,6016,9,"{""type"":""Point"",""coordinates"":[73.63997007182603,18.692098805068742]}"
17,4682,6396,6064,5712,6016,9,"{""type"":""Point"",""coordinates"":[73.64006488386799,18.69209949252696]}"
